id,credito,enganche,precio base,monto contrato,precio venta credito,dif,BASE,VENTA
360,1191736.14,93586.24,1243000,1285322.38,1285322.38,0,1243000,1285322.38
364,0,1169120,1169000,1169120,1169120,0,1169000,1169120
115,905645.94,450354.06,1356000,1356000,1356000,0,1356000,1356000
357,860143.6,777856.4,1431000,1638000,1638000,0,1431000,1638000
365,1317680.31,197459.69,1522500,1515140,1515140,0,1522500,1515140
366,1036536.87,533973.53,1374000,1570510.4,1570510.4,0,1374000,1570510.4
368,1201288,533712,1735000,1735000,1735000,0,1735000,1735000
263,750000,979114.32,1617000,1729114.32,1729114.32,0,1617000,1729114.32
370,1328690,241310,1570000,1570000,1570000,0,1570000,1570000
371,1570000,0,1570000,1570000,1570000,0,1570000,1570000
372,0,1703000,1711000,1703000,1703000,0,1711000,1703000
274,1235332.6,446424.4,1647000,1681757,1681757,0,1647000,1681757
369,1718498.15,6501.85,1725000,1725000,1725000,0,1725000,1725000
303,1276125.83,174874.17,1461000,1451000,1451000,0,1461000,1451000
373,1604699.77,68746.78,1675000,1673446.55,1673446.55,0,1675000,1673446.55
118,455876.62,1266123.38,1732000,1722000,1722000,0,1732000,1722000
376,1483923.16,418804.84,1901000,1902728,1902728,0,1901000,1902728
367,508057,1437511.42,1562000,1945568.42,1945568.42,0,1562000,1945568.42
375,1685642.94,47357.06,1733000,1733000,1733000,0,1733000,1733000
378,0,1639015,1638000,1639015,1639015,0,1638000,1639015
377,1075733.29,190295.71,1265999,1266029,1266029,0,1265999,1266029
379,1312191.22,701808.78,2014000,2014000,2014000,0,2014000,2014000
380,1330059.59,-67349.59,1277500,1262710,1262710,0,1277500,1262710
381,1087420.18,-2770.18,1049000,1084650,1084650,0,1049000,1084650
382,1323042,644588.86,1781000,1967630.86,1967630.86,0,1781000,1967630.86
383,894596,168624,1069000,1063220,1063220,0,1069000,1063220
385,2034284.74,-8500,1969000,2025784.74,2025784.74,0,1969000,2025784.74
386,1105179.74,3850.26,1109000,1109030,1109030,0,1109000,1109030
384,1331600,193400,1525000,1525000,1525000,0,1525000,1525000
387,0,2050885.15,1994000,2050885.15,2050885.15,0,1994000,2050885.15
388,0,2211793.12,1775126,2211793.12,2211793.12,0,1775126,2211793.12
390,1276870,482687.33,1714000,1759557.33,1759557.33,0,1714000,1759557.33
389,1497780,380220,1878000,1878000,1878000,0,1878000,1878000
391,0,1766115.8,1756000,1766115.8,1766115.8,0,1756000,1766115.8
393,1384051.68,604948.32,1989000,1989000,1989000,0,1989000,1989000
395,1655213.08,78673.31,1500000,1733886.39,1733886.39,0,1500000,1733886.39
396,1780909.47,29354.55,1538000,1810264.02,1810264.02,0,1538000,1810264.02
397,774729,995800,1790000,1770529,1770529,0,1790000,1770529
398,1960593.28,158734.49,1989000,2119327.77,2119327.77,0,1989000,2119327.77
399,1698005,384420.92,2014000,2082425.92,2082425.92,0,2014000,2082425.92
401,1727180.64,323704.51,1994000,2050885.15,2050885.15,0,1994000,2050885.15
402,1448161,7216,1454987,1455377,1455377,0,1454987,1455377
404,1422082.95,14975.05,1436998,1437058,1437058,0,1436998,1437058
406,0,1770557.33,1725000,1770557.33,1770557.33,0,1725000,1770557.33
405,980466.08,73533.92,1054000,1054000,1054000,0,1054000,1054000
407,0,1054000,1054000,1054000,1054000,0,1054000,1054000
408,1068540,20640,1089000,1089180,1089180,0,1089000,1089180
409,0,1815000,1815000,1815000,1815000,0,1815000,1815000
410,0,1505160,1505000,1505160,1505160,0,1505000,1505160
411,1054551,0,1053981,1054551,1054551,0,1053981,1054551
412,1579221.77,2418.23,1569000,1581640,1581640,0,1569000,1581640
413,560032.4,661967.6,1222000,1222000,1222000,0,1222000,1222000
414,670059.5,753940.5,1424000,1424000,1424000,0,1424000,1424000
415,1082139.81,88860.19,1171000,1171000,1171000,0,1171000,1171000
416,822000.32,795846.23,1572000,1617846.55,1617846.55,0,1572000,1617846.55
417,966201.08,109596.92,1074000,1075798,1075798,0,1074000,1075798
418,1013300.99,96741.01,1054000,1110042,1110042,0,1054000,1110042
282,1381536.54,67463.46,1479000,1449000,1449000,0,1479000,1449000
419,465185,1286815,1760000,1752000,1752000,0,1760000,1752000
420,879546,262944,1140000,1142490,1142490,0,1140000,1142490
421,956348.54,841651.46,1798000,1798000,1798000,0,1798000,1798000
422,1802945,-4945,1798000,1798000,1798000,0,1798000,1798000
423,0,2139764.8,2109000,2139764.8,2139764.8,0,2109000,2139764.8
425,1293626.72,951312.44,1994000,2244939.16,2244939.16,0,1994000,2244939.16
427,0,1883446.55,1835000,1883446.55,1883446.55,0,1835000,1883446.55
426,893980.01,195999.99,1054000,1089980,1089980,0,1054000,1089980
429,704064,1400021.15,2094000,2104085.15,2104085.15,0,2094000,2104085.15
428,1445056.36,314009.62,1580000,1759065.98,1759065.98,0,1580000,1759065.98
430,1391714.29,4515.71,1437000,1396230,1396230,0,1437000,1396230
432,1640000.8,999.2,1751000,1641000,1641000,0,1751000,1641000
431,1167304.2,545933.57,1431000,1713237.77,1713237.77,0,1431000,1713237.77
433,1337676.27,58073.73,1437000,1395750,1395750,0,1437000,1395750
434,1573678.39,525279.61,2014000,2098958,2098958,0,2014000,2098958
436,1737897.33,32660,1725000,1770557.33,1770557.33,0,1725000,1770557.33
437,1089650,64437.4,1080000,1154087.4,1154087.4,0,1080000,1154087.4
438,0,1074030,1074000,1074030,1074030,0,1074000,1074030
439,1428095.79,94404.21,1552500,1522500,1522500,0,1552500,1522500
442,1467539.94,304532.06,1824000,1772072,1772072,0,1824000,1772072
441,1757757.62,63549.46,1753000,1821307.08,1821307.08,0,1753000,1821307.08
443,1522794.18,268512.9,1713000,1791307.08,1791307.08,0,1713000,1791307.08
444,1659452.51,380374.57,1959000,2039827.08,2039827.08,0,1959000,2039827.08
445,0,1450590,1450500,1450590,1450590,0,1450500,1450590
440,0,1222000,1222000,1222000,1222000,0,1222000,1222000
446,1592698.22,5656.96,1504000,1598355.18,1598355.18,0,1504000,1598355.18
447,695105,1142593.68,1538000,1837698.68,1837698.68,0,1538000,1837698.68
449,1364114.68,4492.46,1328000,1368607.14,1368607.14,0,1328000,1368607.14
448,0,1623659.6,1511000,1623659.6,1623659.6,0,1511000,1623659.6
451,395695.19,1303768.68,1495000,1699463.87,1699463.87,0,1495000,1699463.87
452,1205831.55,5481.8,1168000,1211313.35,1211313.35,0,1168000,1211313.35
453,1172332.32,144292.48,1273000,1316624.8,1316624.8,0,1273000,1316624.8
454,1519453.75,9171.05,1485000,1528624.8,1528624.8,0,1485000,1528624.8
457,1347756.54,233142.89,1380000,1580899.43,1580899.43,0,1380000,1580899.43
460,1506600,181870.89,1505000,1688470.89,1688470.89,0,1505000,1688470.89
461,1356992.83,239772.01,1560000,1596764.84,1596764.84,0,1560000,1596764.84
463,1534186.97,-13349.93,1400000,1520837.04,1520837.04,0,1400000,1520837.04
459,1609437.43,-0.39,1485000,1609437.04,1609437.04,0,1485000,1609437.04
464,0,1493031.17,1450500,1493031.17,1493031.17,0,1450500,1493031.17
466,1441495.07,59536.1,1458500,1501031.17,1501031.17,0,1458500,1501031.17
468,1199053,-6836.71,1168000,1192216.29,1192216.29,0,1168000,1192216.29
469,1295943.39,197087.78,1450500,1493031.17,1493031.17,0,1450500,1493031.17
362,1362462.58,156038.59,1455000,1518501.17,1518501.17,0,1455000,1518501.17
363,2135879.46,-9000,2044000,2126879.46,2126879.46,0,2044000,2126879.46
471,0,1406829.95,1365000,1406829.95,1406829.95,0,1365000,1406829.95
472,1167807.3,595150.03,1738000,1762957.33,1762957.33,0,1738000,1762957.33
473,1334031.8,194490.58,1485000,1528522.38,1528522.38,0,1485000,1528522.38
474,1251449.71,413507.62,1620000,1664957.33,1664957.33,0,1620000,1664957.33
475,1622402.17,44355.16,1623000,1666757.33,1666757.33,0,1623000,1666757.33
476,1226211.43,154895.71,1340500,1381107.14,1381107.14,0,1340500,1381107.14
477,0,1381107.14,1340500,1381107.14,1381107.14,0,1340500,1381107.14
478,1653901.07,12856.69,1623000,1666757.76,1666757.76,0,1623000,1666757.76
479,1476497,43260.76,1476000,1519757.76,1519757.76,0,1476000,1519757.76
480,1102642.9,72619.32,1093000,1175262.22,1175262.22,0,1093000,1175262.22
481,1709636.27,9121.06,1675000,1718757.33,1718757.33,0,1675000,1718757.33
482,1055136.19,205754.02,1113000,1260890.21,1260890.21,0,1113000,1260890.21
483,0,1194829.94,1153000,1194829.94,1194829.94,0,1153000,1194829.94
484,1203829.94,-9000,1153000,1194829.94,1194829.94,0,1153000,1194829.94
485,1149337.77,8951.23,1083000,1158289,1158289,0,1083000,1158289
486,1124787,918621,1831000,2043408,2043408,0,1831000,2043408
487,1820221,64225.55,1836000,1884446.55,1884446.55,0,1836000,1884446.55
488,1344290.05,490709.95,1835000,1835000,1835000,0,1835000,1835000
489,0,1291000,1291000,1291000,1291000,0,1291000,1291000
490,1167495,733505,1901000,1901000,1901000,0,1901000,1901000
491,1963615.81,0,1835000,1963615.81,1963615.81,0,1835000,1963615.81
492,1249192,0,1249000,1249192,1249192,0,1249000,1249192
493,935220,223609.94,1117000,1158829.94,1158829.94,0,1117000,1158829.94
494,1378210.72,150311.66,1485000,1528522.38,1528522.38,0,1485000,1528522.38
495,1213153.55,6876.39,1227000,1220029.94,1220029.94,0,1227000,1220029.94
497,1347358.95,9935.25,1299000,1357294.2,1357294.2,0,1299000,1357294.2
498,1222286.76,8035.61,1188000,1230322.37,1230322.37,0,1188000,1230322.37
499,1711874.4,0,1632000,1711874.4,1711874.4,0,1632000,1711874.4
500,1303380.73,57781.64,1305000,1361162.37,1361162.37,0,1305000,1361162.37
501,0,1314871.22,1208000,1314871.22,1314871.22,0,1208000,1314871.22
503,1596000,0,1596000,1596000,1596000,0,1596000,1596000
504,1259283.95,-32283.95,1227000,1227000,1227000,0,1227000,1227000
505,1264308.9,40691.1,1305000,1305000,1305000,0,1305000,1305000
506,1276866.6,285477.4,1611000,1562344,1562344,0,1611000,1562344
507,843010.11,154102.89,999000,997113,997113,0,999000,997113
508,808672.38,373536.52,1174000,1182208.9,1182208.9,0,1174000,1182208.9
509,1725542.39,65764.69,1713000,1791307.08,1791307.08,0,1713000,1791307.08
510,1412797.11,264429.39,1376000,1677226.5,1677226.5,0,1376000,1677226.5
511,1349820.89,49703.24,1356000,1399524.13,1399524.13,0,1356000,1399524.13
514,1922307.08,6000,1858000,1928307.08,1928307.08,0,1858000,1928307.08
515,1488956.07,522780.13,1961000,2011736.2,2011736.2,0,1961000,2011736.2
516,1239190.47,279478.66,1505000,1518669.13,1518669.13,0,1505000,1518669.13
138,1441595.85,5134.32,1385000,1446730.17,1446730.17,0,1385000,1446730.17
517,857979.32,507907.08,1152000,1365886.4,1365886.4,0,1152000,1365886.4
518,1190497.97,19615.38,1168000,1210113.35,1210113.35,0,1168000,1210113.35
519,1484900,14833.92,1297000,1499733.92,1499733.92,0,1297000,1499733.92
520,961575.49,16288.51,999000,977864,977864,0,999000,977864
521,1169949.13,1000,1055000,1170949.13,1170949.13,0,1055000,1170949.13
522,1025329.86,22366.43,1019000,1047696.29,1047696.29,0,1019000,1047696.29
524,1028129.36,49887,1034000,1078016.36,1078016.36,0,1034000,1078016.36
525,275000,793017.29,1034000,1068017.29,1068017.29,0,1034000,1068017.29
526,0,1055727.7,1019000,1055727.7,1055727.7,0,1019000,1055727.7
529,1221469.79,192905.13,1287000,1414374.92,1414374.92,0,1287000,1414374.92
530,1276073.83,20926.17,1297000,1297000,1297000,0,1297000,1297000
531,889240,144760,1034000,1034000,1034000,0,1034000,1034000
532,973358.45,60641.55,1034000,1034000,1034000,0,1034000,1034000
533,750269.49,283730.51,1034000,1034000,1034000,0,1034000,1034000
534,1316438.05,3561.95,1320000,1320000,1320000,0,1320000,1320000
535,1022820.08,11179.92,1034000,1034000,1034000,0,1034000,1034000
537,1802451.45,1487.33,1505000,1803938.78,1803938.78,0,1505000,1803938.78
538,1281672.33,281352.39,1325000,1563024.72,1563024.72,0,1325000,1563024.72
539,1025766.01,156233.99,1182000,1182000,1182000,0,1182000,1182000
540,1183112.97,78887.03,1262000,1262000,1262000,0,1262000,1262000
541,1202781.04,78904.38,1262000,1281685.42,1281685.42,0,1262000,1281685.42
543,1144617.21,158590.85,1247000,1303208.06,1303208.06,0,1247000,1303208.06
544,1544559.48,20264.65,1523000,1564824.13,1564824.13,0,1523000,1564824.13
546,1210661.41,329338.59,1540000,1540000,1540000,0,1540000,1540000
547,1363001.4,126998.6,1520000,1490000,1490000,0,1520000,1490000
550,1676195.54,-9195.54,1667000,1667000,1667000,0,1667000,1667000
551,1585346.59,66653.41,1667000,1652000,1652000,0,1667000,1652000
553,1497447.28,82552.72,1580000,1580000,1580000,0,1580000,1580000
549,0,1575000,1632000,1575000,1575000,0,1632000,1575000
554,0,1333500,1333500,1333500,1333500,0,1333500,1333500
555,1083092.32,206907.68,1290000,1290000,1290000,0,1290000,1290000
556,1002632.68,502182.5,1293000,1504815.18,1504815.18,0,1293000,1504815.18
557,1434718.26,20731.74,1450500,1455450,1455450,0,1450500,1455450
558,1191100.67,405431.33,1576000,1596532,1596532,0,1576000,1596532
559,1284858.64,25969.36,1253000,1310828,1310828,0,1253000,1310828
560,972141,190109,1160000,1162250,1162250,0,1160000,1162250
562,1450090,109005,1458500,1559095,1559095,0,1458500,1559095
564,1070721.26,18908.74,1089000,1089630,1089630,0,1089000,1089630
561,854790,659769.2,1454000,1514559.2,1514559.2,0,1454000,1514559.2
566,1660366,270291.55,1713000,1930657.55,1930657.55,0,1713000,1930657.55
567,904728.24,136271.76,1041000,1041000,1041000,0,1041000,1041000
568,1559278.32,79571.18,1560000,1638849.5,1638849.5,0,1560000,1638849.5
569,1007100,111900,1119000,1119000,1119000,0,1119000,1119000
571,0,1054174,1054174,1054174,1054174,0,1054174,1054174
572,0,1639828,1525000,1639828,1639828,0,1525000,1639828
573,538600.67,515399.33,1054000,1054000,1054000,0,1054000,1054000
574,1701633,58168,1636000,1759801,1759801,0,1636000,1759801
575,0,1610000,1610000,1610000,1610000,0,1610000,1610000
576,1139201,300745,1360500,1439946,1439946,0,1360500,1439946
577,895131.61,179245.39,1074000,1074377,1074377,0,1074000,1074377
579,1121784,-2784,1119000,1119000,1119000,0,1119000,1119000
552,1717023.43,176976.57,1894000,1894000,1894000,0,1894000,1894000
582,2161374.8,121254.49,1796000,2282629.29,2282629.29,0,1796000,2282629.29
584,1022436.43,311563.57,1334000,1334000,1334000,0,1334000,1334000
583,1259509.08,39490.92,1299000,1299000,1299000,0,1299000,1299000
585,1436052.37,336904.96,1748000,1772957.33,1772957.33,0,1748000,1772957.33
586,1600430.39,75327.37,1640000,1675757.76,1675757.76,0,1640000,1675757.76
587,903035,727093,1680000,1630128,1630128,0,1680000,1630128
589,789290,900710,1690000,1690000,1690000,0,1690000,1690000
590,1354586.96,61413.04,1416000,1416000,1416000,0,1416000,1416000
591,1036561,185439,1222000,1222000,1222000,0,1222000,1222000
592,944321.91,109678.09,1054000,1054000,1054000,0,1054000,1054000
593,0,1029000,1029000,1029000,1029000,0,1029000,1029000
588,1495784,-2784,1493000,1493000,1493000,0,1493000,1493000
594,1200000,341000,1541000,1541000,1541000,0,1541000,1541000
595,1247345.47,51654.53,1307000,1299000,1299000,0,1307000,1299000
597,1246570.8,60429.2,1307000,1307000,1307000,0,1307000,1307000
598,1439430,258209,1632000,1697639,1697639,0,1632000,1697639
599,0,1640952.17,1599000,1640952.17,1640952.17,0,1599000,1640952.17
600,1343194.43,242990.93,1541000,1586185.36,1586185.36,0,1541000,1586185.36
601,0,1458500,1458500,1458500,1458500,0,1458500,1458500
602,1234359.8,244140.2,1478500,1478500,1478500,0,1478500,1478500
603,1345039.15,24960.85,1360000,1370000,1370000,0,1360000,1370000
604,1074000,73141.89,1055000,1147141.89,1147141.89,0,1055000,1147141.89
606,731531.75,294468.25,1034000,1026000,1026000,0,1034000,1026000
607,1083546,10000,1034000,1093546,1093546,0,1034000,1093546
608,0,1336522.38,1293000,1336522.38,1336522.38,0,1293000,1336522.38
609,1745363.99,409399.81,1894000,2154763.8,2154763.8,0,1894000,2154763.8
610,1254000,-4000,1250000,1250000,1250000,0,1250000,1250000
611,1401780.21,83219.79,1485000,1485000,1485000,0,1485000,1485000
612,2209871.05,0,2181000,2209871.05,2209871.05,0,2181000,2209871.05
613,1849208.23,24221.47,1677000,1873429.7,1873429.7,0,1677000,1873429.7
614,874984.03,438367.97,1313000,1313352,1313352,0,1313000,1313352
617,1254576.2,4923.8,1227000,1259500,1259500,0,1227000,1259500
618,0,1068000,1068000,1068000,1068000,0,1068000,1068000
619,1220526.14,344937.99,1511000,1565464.13,1565464.13,0,1511000,1565464.13
620,1362985.6,301938.53,1579000,1664924.13,1664924.13,0,1579000,1664924.13
621,799988.32,602635.81,1392000,1402624.13,1402624.13,0,1392000,1402624.13
622,1189151.25,231472.88,1410000,1420624.13,1420624.13,0,1410000,1420624.13
623,828420,977245.07,1542000,1805665.07,1805665.07,0,1542000,1805665.07
626,1484198.42,-6446.25,1437000,1477752.17,1477752.17,0,1437000,1477752.17
629,1372184.53,74095.82,1393000,1446280.35,1446280.35,0,1393000,1446280.35
630,540832.56,894131.47,1386000,1434964.03,1434964.03,0,1386000,1434964.03
631,0,1522952.17,1523000,1522952.17,1522952.17,0,1523000,1522952.17
632,0,1068000,1068000,1068000,1068000,0,1068000,1068000
633,1534180.64,-49783.23,1416000,1484397.41,1484397.41,0,1416000,1484397.41
634,975194.93,126954.74,1034000,1102149.67,1102149.67,0,1034000,1102149.67
637,1512506,273494,1836000,1786000,1786000,0,1836000,1786000
638,864759.82,197079.92,1009000,1061839.74,1061839.74,0,1009000,1061839.74
640,0,1418056.86,1293000,1418056.86,1418056.86,0,1293000,1418056.86
641,389857.97,1053782.03,1461000,1443640,1443640,0,1461000,1443640
643,1498862,-7222,1479000,1491640,1491640,0,1479000,1491640
642,1598111.85,45888.15,1644000,1644000,1644000,0,1644000,1644000
636,517566.45,1058788.81,1570000,1576355.26,1576355.26,0,1570000,1576355.26
644,1225233.45,226417.45,1277500,1451650.9,1451650.9,0,1277500,1451650.9
645,1113503,429450.91,1293000,1542953.91,1542953.91,0,1293000,1542953.91
647,1300725.09,98799.04,1356000,1399524.13,1399524.13,0,1356000,1399524.13
649,1001158.15,27841.85,1029000,1029000,1029000,0,1029000,1029000
651,1278000,595800,1878000,1873800,1873800,0,1878000,1873800
654,1200102.17,113768.66,1313000,1313870.83,1313870.83,0,1313000,1313870.83
655,685238,403762,1089000,1089000,1089000,0,1089000,1089000
656,0,1129890,1054000,1129890,1129890,0,1054000,1129890
657,1257519.84,158505.59,1249000,1416025.43,1416025.43,0,1249000,1416025.43
658,597394.1,644605.9,1242000,1242000,1242000,0,1242000,1242000
660,0,1054000,1054000,1054000,1054000,0,1054000,1054000
661,1017921.99,36078.01,1054000,1054000,1054000,0,1054000,1054000
659,1274613.9,38386.1,1328000,1313000,1313000,0,1328000,1313000
663,0,1054000,1054000,1054000,1054000,0,1054000,1054000
662,0,1458500,1458500,1458500,1458500,0,1458500,1458500
664,0,1119000,1119000,1119000,1119000,0,1119000,1119000
665,1273475,67025,1340500,1340500,1340500,0,1340500,1340500
666,1124418.36,-5418.36,1119000,1119000,1119000,0,1119000,1119000
670,0,1140000,1140000,1140000,1140000,0,1140000,1140000
672,1054976.39,13023.61,1068000,1068000,1068000,0,1068000,1068000
668,0,1105604.25,1093000,1105604.25,1105604.25,0,1093000,1105604.25
673,1060068.04,158975.15,1093000,1219043.19,1219043.19,0,1093000,1219043.19
674,0,1076000,1074000,1076000,1076000,0,1074000,1076000
669,0,1054000,1054000,1054000,1054000,0,1054000,1054000
667,1551974,84026,1636000,1636000,1636000,0,1636000,1636000
675,1303788.27,12889.3,1297000,1316677.57,1316677.57,0,1297000,1316677.57
676,0,1084188.66,1034000,1084188.66,1084188.66,0,1034000,1084188.66
678,1014742.15,28646.77,1019000,1043388.92,1043388.92,0,1019000,1043388.92
680,754323,313744.59,1034000,1068067.59,1068067.59,0,1034000,1068067.59
679,1101546.76,88342.26,1066000,1189889.02,1189889.02,0,1066000,1189889.02
681,1260499.02,-9000,1089000,1251499.02,1251499.02,0,1089000,1251499.02
682,0,1200329.02,1074000,1200329.02,1200329.02,0,1074000,1200329.02
683,827999.57,301534.45,1089000,1129534.02,1129534.02,0,1089000,1129534.02
685,1018608.79,2364.42,1019000,1020973.21,1020973.21,0,1019000,1020973.21
686,1258401.99,16800.85,1262000,1275202.84,1275202.84,0,1262000,1275202.84
687,997743.03,26001.18,1019000,1023744.21,1023744.21,0,1019000,1023744.21
688,1050428.67,0,1019000,1050428.67,1050428.67,0,1019000,1050428.67
689,1235870.86,10937.46,1202000,1246808.32,1246808.32,0,1202000,1246808.32
677,1322570.97,510036.05,1513500,1832607.02,1832607.02,0,1513500,1832607.02
691,1471987.63,236498.42,1636000,1708486.05,1708486.05,0,1636000,1708486.05
692,1286200.65,301257.4,1610000,1587458.05,1587458.05,0,1610000,1587458.05
694,1414004.25,267453.8,1636000,1681458.05,1681458.05,0,1636000,1681458.05
693,1095931.6,6295.19,1080000,1102226.79,1102226.79,0,1080000,1102226.79
695,1280454.71,-1159.96,1089000,1279294.75,1279294.75,0,1089000,1279294.75
696,1224007.95,71380.2,1285000,1295388.15,1295388.15,0,1285000,1295388.15
690,1476169,241063.37,1427000,1717232.37,1717232.37,0,1427000,1717232.37
698,1139262.25,317737.75,1457000,1457000,1457000,0,1457000,1457000
699,1189334.38,88639.58,1262000,1277973.96,1277973.96,0,1262000,1277973.96
701,1172857.74,1047142.26,2230000,2220000,2220000,0,2230000,2220000
703,1640392.23,302776.21,1654000,1943168.44,1943168.44,0,1654000,1943168.44
704,526688.79,922311.21,1479000,1449000,1449000,0,1479000,1449000
705,0,1461000,1461000,1461000,1461000,0,1461000,1461000
707,1603504.37,36495.63,1606673.5,1640000,1640000,0,1606673.5,1640000
706,2056000,0,2126000,2056000,2056000,0,2126000,2056000
708,1381970.8,115029.2,1497000,1497000,1497000,0,1497000,1497000
711,714211.1,589173.56,1299000,1303384.66,1303384.66,0,1299000,1303384.66
716,1324096,-11000,1313000,1313096,1313096,0,1313000,1313096
712,1089226,681132,1768888,1770358,1770358,0,1768888,1770358
717,1237498.36,325042.48,1519000,1562540.84,1562540.84,0,1519000,1562540.84
721,1745363.99,409399.87,1894000,2154763.86,2154763.86,0,1894000,2154763.86
723,1398581.21,106905.25,1505000,1505486.46,1505486.46,0,1505000,1505486.46
725,1226410,227590,1454000,1454000,1454000,0,1454000,1454000
726,1394400.03,1599.97,1396000,1396000,1396000,0,1396000,1396000
720,2012566,43434,2126000,2056000,2056000,0,2126000,2056000
727,1597744.92,283444.99,1647000,1881189.91,1881189.91,0,1647000,1881189.91
728,1029400.24,401599.76,1461000,1431000,1431000,0,1461000,1431000
730,1489222.95,114777.05,1654000,1604000,1604000,0,1654000,1604000
731,2541701.3,0,2181000,2541701.3,2541701.3,0,2181000,2541701.3
733,1588173.26,55826.74,1644000,1644000,1644000,0,1644000,1644000
734,1230376.16,110283.2,1279000,1340659.36,1340659.36,0,1279000,1340659.36
736,865948.14,841051.86,1737000,1707000,1707000,0,1737000,1707000
735,1563775.4,-2.32831E-10,1454000,1563775.4,1563775.4,0,1454000,1563775.4
737,0,1348522.38,1305000,1348522.38,1348522.38,0,1305000,1348522.38
738,1224350.22,199121.45,1299000,1423471.67,1423471.67,0,1299000,1423471.67
739,1061324.76,200499.24,1260000,1261824,1261824,0,1260000,1261824
740,0,1370460.99,1299000,1370460.99,1370460.99,0,1299000,1370460.99
742,1776341,117659,1894000,1894000,1894000,0,1894000,1894000
741,0,1894000,1894000,1894000,1894000,0,1894000,1894000
743,0,2332709.1,1647000,2332709.1,2332709.1,0,1647000,2332709.1
744,1230627,230373,1461000,1461000,1461000,0,1461000,1461000
745,0,1334000,1334000,1334000,1334000,0,1334000,1334000
746,0,1334000,1334000,1334000,1334000,0,1334000,1334000
749,1316206.83,17315.54,1305000,1333522.37,1333522.37,0,1305000,1333522.37
751,1357624,246376,1654000,1604000,1604000,0,1654000,1604000
752,1583165.82,93510.18,1667000,1676676,1676676,0,1667000,1676676
750,1705366,486480.45,2181000,2191846.45,2191846.45,0,2181000,2191846.45
753,1432543.78,8456.22,1461000,1441000,1441000,0,1461000,1441000
755,1270569.59,183133.08,1305000,1453702.67,1453702.67,0,1305000,1453702.67
757,1135080.13,116656.27,1250000,1251736.4,1251736.4,0,1250000,1251736.4
758,0,2161537.96,1644000,2161537.96,2161537.96,0,1644000,2161537.96
759,0,1984960.45,1878000,1984960.45,1984960.45,0,1878000,1984960.45
761,1111583,201417,1313000,1313000,1313000,0,1313000,1313000
762,1086737.2,717567.32,1647000,1804304.52,1804304.52,0,1647000,1804304.52
763,933091.47,250908.53,1184000,1184000,1184000,0,1184000,1184000
767,1685786.08,101732.66,1847000,1787518.74,1787518.74,0,1847000,1787518.74
764,1028841.1,382158.9,1461000,1411000,1411000,0,1461000,1411000
768,1175148.27,309856.49,1334000,1485004.76,1485004.76,0,1334000,1485004.76
769,1455636.95,98118.03,1537000,1553754.98,1553754.98,0,1537000,1553754.98
770,1388313.4,245686.6,1654000,1634000,1634000,0,1654000,1634000
773,1083702.7,456297.3,1530000,1540000,1540000,0,1530000,1540000
772,0,1760448.08,1665000,1760448.08,1760448.08,0,1665000,1760448.08
771,1424615.87,62384.13,1487000,1487000,1487000,0,1487000,1487000
774,1980518.75,249481.25,2230000,2230000,2230000,0,2230000,2230000
775,1314402.9,156597.1,1479000,1471000,1471000,0,1479000,1471000
776,1630237,390000,2010900,2020237,2020237,0,2010900,2020237
779,1247591.69,7100.31,1249000,1254692,1254692,0,1249000,1254692
778,1348624.8,0,1305000,1348624.8,1348624.8,0,1305000,1348624.8
781,1277971.07,72004.05,1305000,1349975.12,1349975.12,0,1305000,1349975.12
782,1101512.85,208969.02,1184000,1310481.87,1310481.87,0,1184000,1310481.87
777,1348522.38,0,1305000,1348522.38,1348522.38,0,1305000,1348522.38
784,1248998.51,1.49,1249000,1249000,1249000,0,1249000,1249000
786,1168353.32,15646.68,1184000,1184000,1184000,0,1184000,1184000
785,0,1184000,1184000,1184000,1184000,0,1184000,1184000
788,992057,682900.33,1630000,1674957.33,1674957.33,0,1630000,1674957.33
789,768197,530803,1299000,1299000,1299000,0,1299000,1299000
792,1106575.6,139424.4,1246000,1246000,1246000,0,1246000,1246000
791,0,1454032,1454000,1454032,1454032,0,1454000,1454032
793,1127344.1,313655.9,1461000,1441000,1441000,0,1461000,1441000
794,1829772.35,141059.65,1970657,1970832,1970832,0,1970657,1970832
795,0,1283000,1291000,1283000,1283000,0,1291000,1283000
796,1290924.07,249075.93,1530000,1540000,1540000,0,1530000,1540000
804,1796260.88,81739.12,1878000,1878000,1878000,0,1878000,1878000
805,1314515.75,289484.25,1654000,1604000,1604000,0,1654000,1604000
806,1839058.05,187,1780000,1839245.05,1839245.05,0,1780000,1839245.05
809,1222610.66,267419.29,1497000,1490029.95,1490029.95,0,1497000,1490029.95
812,0,1554484,1552500,1554484,1554484,0,1552500,1554484
814,1847242.27,30757.73,1878000,1878000,1878000,0,1878000,1878000
817,1850446.11,730805.09,2181000,2581251.2,2581251.2,0,2181000,2581251.2
818,1278415.21,55584.79,1334000,1334000,1334000,0,1334000,1334000
819,719252.88,960000,1537000,1679252.88,1679252.88,0,1537000,1679252.88
816,1228346,119654,1396000,1348000,1348000,0,1396000,1348000
822,1334260.49,-260.49,1334000,1334000,1334000,0,1334000,1334000
823,1781260.12,114964.94,1712000,1896225.06,1896225.06,0,1712000,1896225.06
824,902178.6,967821.4,1878000,1870000,1870000,0,1878000,1870000
